Postaja,Regija,Leto,Mesec,PM10,SO2,NO2,NOX
hrastnik,Zasavska,2019,Jun,19.0,1.0,,
iskrba,Jugovzhodna Slovenija,2019,Jun,16.0,1.0,2.0,
koper,Obalno-kraška,2019,Jun,21.0,,14.0,15.0
kranj,Gorenjska,2019,Jun,19.0,,,
lj bezigrad,Osrednjeslovenska,2019,Jun,20.0,3.0,16.0,22.0
lj biotehniska,Osrednjeslovenska,2019,Jun,20.0,,,
lj center,Osrednjeslovenska,2019,Jun,29.0,3.0,35.0,57.0
lj gospodarsko,Osrednjeslovenska,2019,Jun,23.0,,,
maribor,Podravska,2019,Jun,24.0,,21.0,35.0
mb vrbanski,Podravska,2019,Jun,23.0,,11.0,11.0
medvode,Osrednjeslovenska,2019,Jun,15.0,,,
miklavz,Podravska,2019,Jun,24.0,,,
morsko,Goriška,2019,Jun,15.0,,,
ms cankarjeva,Pomurska,2019,Jun,21.0,,,
ms rakican,Pomurska,2019,Jun,20.0,,8.0,9.0
ng grcna,Goriška,2019,Jun,23.0,,,
nova gorica,Goriška,2019,Jun,19.0,,19.0,25.0
novo mesto,Jugovzhodna Slovenija,2019,Jun,18.0,,,
pesje,Posavska,2019,Jun,21.0,3.0,,
ptuj,Podravska,2019,Jun,23.0,,,
ruse,Podravska,2019,Jun,22.0,,,
skale,Savinjska,2019,Jun,20.0,6.0,4.0,5.0
sostanj,Savinjska,2019,Jun,19.0,2.0,8.0,10.0
sv. mohor,Savinjska,2019,Jun,,8.0,3.0,4.0
topolsica,Savinjska,2019,Jun,,3.0,,
trbovlje,Zasavska,2019,Jun,19.0,4.0,12.0,17.0
velenje,Savinjska,2019,Jun,16.0,1.0,,
veliki vrh,Savinjska,2019,Jun,,2.0,,
zagorje,Zasavska,2019,Jun,21.0,3.0,14.0,18.0
zavodnje,Savinjska,2019,Jun,,5.0,4.0,4.0
zerjav,Koroška,2019,Jun,22.0,,,
ce gaji,Savinjska,2019,Jul,15.0,5.0,2.0,48.0
ce mariborska,Savinjska,2019,Jul,16.0,,,
celje,Savinjska,2019,Jul,17.0,5.0,15.0,19.0
gorenje polje,Goriška,2019,Jul,12.0,,,
graska gora,Koroška,2019,Jul,,6.0,,
hrastnik,Zasavska,2019,Jul,15.0,1.0,,
iskrba,Jugovzhodna Slovenija,2019,Jul,12.0,0.7,2.0,
koper,Obalno-kraška,2019,Jul,15.0,,14.0,15.0
kranj,Gorenjska,2019,Jul,14.0,,,
lj bezigrad,Osrednjeslovenska,2019,Jul,14.0,3.0,15.0,20.0
lj biotehniska,Osrednjeslovenska,2019,Jul,14.0,,,
lj center,Osrednjeslovenska,2019,Jul,29.0,6.0,38.0,75.0
lj gospodarsko,Osrednjeslovenska,2019,Jul,17.0,,,
maribor,Podravska,2019,Jul,18.0,,18.0,29.0
mb vrbanski,Podravska,2019,Jul,17.0,,10.0,9.0
medvode,Osrednjeslovenska,2019,Jul,10.0,,,
miklavz,Podravska,2019,Jul,21.0,,,
morsko,Goriška,2019,Jul,11.0,,,
ms cankarjeva,Pomurska,2019,Jul,17.0,,,
ms rakican,Pomurska,2019,Jul,17.0,,8.0,10.0
ng grcna,Goriška,2019,Jul,16.0,,,
nova gorica,Goriška,2019,Jul,13.0,,18.0,23.0
novo mesto,Jugovzhodna Slovenija,2019,Jul,13.0,,,
pesje,Posavska,2019,Jul,16.0,5.0,,
ptuj,Podravska,2019,Jul,18.0,,,
ruse,Podravska,2019,Jul,16.0,,,
skale,Savinjska,2019,Jul,15.0,5.0,4.0,7.0
sostanj,Savinjska,2019,Jul,13.0,3.0,8.0,12.0
sv. mohor,Savinjska,2019,Jul,,7.0,3.0,4.0
topolsica,Savinjska,2019,Jul,,4.0,,
trbovlje,Zasavska,2019,Jul,13.0,3.0,10.0,14.0
velenje,Savinjska,2019,Jul,12.0,4.0,,
veliki vrh,Savinjska,2019,Jul,,3.0,,
zagorje,Zasavska,2019,Jul,17.0,1.0,13.0,18.0
zavodnje,Savinjska,2019,Jul,,5.0,4.0,3.0
zerjav,Koroška,2019,Jul,14.0,,,
ce gaji,Savinjska,2019,Avg,17.0,4.0,8.0,23.0
ce mariborska,Savinjska,2019,Avg,18.0,,,
celje,Savinjska,2019,Avg,19.0,5.0,14.0,19.0
gorenje polje,Goriška,2019,Avg,15.0,,,
graska gora,Koroška,2019,Avg,,2.0,,
hrastnik,Zasavska,2019,Avg,15.0,2.0,,
iskrba,Jugovzhodna Slovenija,2019,Avg,14.0,1.0,2.0,
koper,Obalno-kraška,2019,Avg,17.0,,12.0,13.0
kranj,Gorenjska,2019,Avg,15.0,,,
lj bezigrad,Osrednjeslovenska,2019,Avg,16.0,3.0,14.0,20.0
lj biotehniska,Osrednjeslovenska,2019,Avg,15.0,,,
lj center,Osrednjeslovenska,2019,Avg,33.0,7.0,36.0,72.0
lj gospodarsko,Osrednjeslovenska,2019,Avg,18.0,,,
maribor,Podravska,2019,Avg,16.0,,16.0,28.0
mb vrbanski,Podravska,2019,Avg,14.0,,7.0,7.0
medvode,Osrednjeslovenska,2019,Avg,12.0,,,
miklavz,Podravska,2019,Avg,16.0,,,
morsko,Goriška,2019,Avg,14.0,,,
ms cankarjeva,Pomurska,2019,Avg,17.0,,,
ms rakican,Pomurska,2019,Avg,15.0,,8.0,10.0
ng grcna,Goriška,2019,Avg,19.0,,,
nova gorica,Goriška,2019,Avg,15.0,,18.0,24.0
novo mesto,Jugovzhodna Slovenija,2019,Avg,16.0,,,
pesje,Posavska,2019,Avg,17.0,7.0,,
ptuj,Podravska,2019,Avg,16.0,,,
ruse,Podravska,2019,Avg,14.0,,,
skale,Savinjska,2019,Avg,17.0,7.0,4.0,5.0
sostanj,Savinjska,2019,Avg,15.0,3.0,7.0,10.0
sv. mohor,Savinjska,2019,Avg,,6.0,2.0,3.0
topolsica,Savinjska,2019,Avg,,2.0,,
trbovlje,Zasavska,2019,Avg,15.0,3.0,12.0,17.0
velenje,Savinjska,2019,Avg,15.0,4.0,,
veliki vrh,Savinjska,2019,Avg,,4.0,,
zagorje,Zasavska,2019,Avg,17.0,1.0,12.0,17.0
zavodnje,Savinjska,2019,Avg,,5.0,4.0,4.0
zerjav,Koroška,2019,Avg,16.0,,,
ce gaji,Savinjska,2019,Sep,13.0,6.0,11.0,25.0
ce mariborska,Savinjska,2019,Sep,17.0,,,
celje,Savinjska,2019,Sep,16.0,4.0,19.0,34.0
gorenje polje,Goriška,2019,Sep,13.0,,,
graska gora,Koroška,2019,Sep,,3.0,,
hrastnik,Zasavska,2019,Sep,12.0,3.0,,
iskrba,Jugovzhodna Slovenija,2019,Sep,10.0,0.7,2.0,
koper,Obalno-kraška,2019,Sep,12.0,,12.0,13.0
kranj,Gorenjska,2019,Sep,13.0,,,
lj bezigrad,Osrednjeslovenska,2019,Sep,13.0,5.0,18.0,27.0
lj biotehniska,Osrednjeslovenska,2019,Sep,12.0,,,
lj center,Osrednjeslovenska,2019,Sep,25.0,5.0,46.0,102.0
lj gospodarsko,Osrednjeslovenska,2019,Sep,16.0,,,
maribor,Podravska,2019,Sep,15.0,,18.0,34.0
mb vrbanski,Podravska,2019,Sep,11.0,,9.0,7.0
medvode,Osrednjeslovenska,2019,Sep,7.0,,,
miklavz,Podravska,2019,Sep,13.0,,,
morsko,Goriška,2019,Sep,10.0,,,
ms cankarjeva,Pomurska,2019,Sep,15.0,,,
ms rakican,Pomurska,2019,Sep,14.0,,10.0,14.0
ng grcna,Goriška,2019,Sep,17.0,,,
nova gorica,Goriška,2019,Sep,14.0,,22.0,36.0
novo mesto,Jugovzhodna Slovenija,2019,Sep,13.0,,,
pesje,Posavska,2019,Sep,14.0,3.0,,
ptuj,Podravska,2019,Sep,13.0,,,
ruse,Podravska,2019,Sep,10.0,,,
skale,Savinjska,2019,Sep,12.0,5.0,4.0,5.0
sostanj,Savinjska,2019,Sep,14.0,2.0,8.0,11.0
sv. mohor,Savinjska,2019,Sep,,4.0,3.0,5.0
topolsica,Savinjska,2019,Sep,,2.0,,
trbovlje,Zasavska,2019,Sep,13.0,4.0,14.0,20.0
velenje,Savinjska,2019,Sep,13.0,1.0,,
veliki vrh,Savinjska,2019,Sep,,3.0,,
zagorje,Zasavska,2019,Sep,15.0,1.0,17.0,27.0
zavodnje,Savinjska,2019,Sep,,4.0,5.0,5.0
zerjav,Koroška,2019,Sep,14.0,,,
ce gaji,Savinjska,2019,Okt,17.0,13.0,15.0,32.0
ce mariborska,Savinjska,2019,Okt,22.0,,,
celje,Savinjska,2019,Okt,21.0,2.0,22.0,47.0
gorenje polje,Goriška,2019,Okt,17.0,,,
graska gora,Koroška,2019,Okt,,4.0,,
hrastnik,Zasavska,2019,Okt,18.0,,,
iskrba,Jugovzhodna Slovenija,2019,Okt,12.0,0.7,2.0,
koper,Obalno-kraška,2019,Okt,20.0,,11.0,13.0
kranj,Gorenjska,2019,Okt,19.0,,,
lj bezigrad,Osrednjeslovenska,2019,Okt,19.0,3.0,23.0,43.0
lj biotehniska,Osrednjeslovenska,2019,Okt,17.0,,,
lj center,Osrednjeslovenska,2019,Okt,26.0,4.0,49.0,123.0
lj gospodarsko,Osrednjeslovenska,2019,Okt,21.0,,,
maribor,Podravska,2019,Okt,20.0,,23.0,52.0
mb vrbanski,Podravska,2019,Okt,15.0,,15.0,11.0
medvode,Osrednjeslovenska,2019,Okt,7.0,,,
miklavz,Podravska,2019,Okt,20.0,,,
morsko,Goriška,2019,Okt,17.0,,,
ms cankarjeva,Pomurska,2019,Okt,22.0,,,
ms rakican,Pomurska,2019,Okt,19.0,,12.0,19.0
ng grcna,Goriška,2019,Okt,25.0,,,
nova gorica,Goriška,2019,Okt,20.0,,27.0,59.0
novo mesto,Jugovzhodna Slovenija,2019,Okt,16.0,,,
pesje,Posavska,2019,Okt,16.0,3.0,,
ptuj,Podravska,2019,Okt,18.0,,,
ruse,Podravska,2019,Okt,17.0,,,
skale,Savinjska,2019,Okt,14.0,5.0,6.0,7.0
sostanj,Savinjska,2019,Okt,20.0,3.0,9.0,16.0
sv. mohor,Savinjska,2019,Okt,,4.0,3.0,5.0
topolsica,Savinjska,2019,Okt,,2.0,,
trbovlje,Zasavska,2019,Okt,20.0,4.0,14.0,23.0
velenje,Savinjska,2019,Okt,18.0,3.0,,
veliki vrh,Savinjska,2019,Okt,,2.0,,
zagorje,Zasavska,2019,Okt,20.0,2.0,21.0,38.0
zavodnje,Savinjska,2019,Okt,,3.0,6.0,7.0
zerjav,Koroška,2019,Okt,19.0,,,
ce gaji,Savinjska,2019,Nov,18.0,12.0,14.0,41.0
ce mariborska,Savinjska,2019,Nov,27.0,,,
celje,Savinjska,2019,Nov,23.0,3.0,25.0,53.0
gorenje polje,Goriška,2019,Nov,8.0,,,
graska gora,Koroška,2019,Nov,,4.0,,
hrastnik,Zasavska,2019,Nov,18.0,,,
iskrba,Jugovzhodna Slovenija,2019,Nov,6.0,0.7,3.0,
koper,Obalno-kraška,2019,Nov,13.0,,9.0,11.0
kranj,Gorenjska,2019,Nov,17.0,,,
lj bezigrad,Osrednjeslovenska,2019,Nov,18.0,4.0,27.0,50.0
lj biotehniska,Osrednjeslovenska,2019,Nov,17.0,,,
lj center,Osrednjeslovenska,2019,Nov,31.0,4.0,,144.0
lj gospodarsko,Osrednjeslovenska,2019,Nov,19.0,,,
maribor,Podravska,2019,Nov,22.0,,22.0,56.0
mb vrbanski,Podravska,2019,Nov,15.0,,25.0,21.0
medvode,Osrednjeslovenska,2019,Nov,8.0,,,
miklavz,Podravska,2019,Nov,20.0,,,
morsko,Goriška,2019,Nov,8.0,,,
ms cankarjeva,Pomurska,2019,Nov,25.0,,,
ms rakican,Pomurska,2019,Nov,22.0,,13.0,19.0
ng grcna,Goriška,2019,Nov,18.0,,,
nova gorica,Goriška,2019,Nov,15.0,,26.0,56.0
novo mesto,Jugovzhodna Slovenija,2019,Nov,19.0,,,
pesje,Posavska,2019,Nov,12.0,3.0,,
ptuj,Podravska,2019,Nov,20.0,,,
ruse,Podravska,2019,Nov,20.0,,,
skale,Savinjska,2019,Nov,12.0,2.0,8.0,9.0
sostanj,Savinjska,2019,Nov,17.0,3.0,10.0,15.0
sv. mohor,Savinjska,2019,Nov,,4.0,7.0,9.0
topolsica,Savinjska,2019,Nov,,3.0,,
trbovlje,Zasavska,2019,Nov,24.0,4.0,20.0,40.0
velenje,Savinjska,2019,Nov,13.0,4.0,,
veliki vrh,Savinjska,2019,Nov,,1.0,,
zagorje,Zasavska,2019,Nov,22.0,3.0,23.0,44.0
zavodnje,Savinjska,2019,Nov,,1.0,6.0,6.0
zerjav,Koroška,2019,Nov,15.0,,,
ce gaji,Savinjska,2019,Dec,19.0,9.0,16.0,38.0
ce mariborska,Savinjska,2019,Dec,41.0,,,
celje,Savinjska,2019,Dec,36.0,3.0,32.0,82.0
gorenje polje,Goriška,2019,Dec,19.0,,,
graska gora,Koroška,2019,Dec,,4.0,,
hrastnik,Zasavska,2019,Dec,25.0,,,
iskrba,Jugovzhodna Slovenija,2019,Dec,8.0,0.6,3.0,
koper,Obalno-kraška,2019,Dec,17.0,,21.0,25.0
kranj,Gorenjska,2019,Dec,25.0,,,
lj bezigrad,Osrednjeslovenska,2019,Dec,31.0,4.0,37.0,92.0
lj biotehniska,Osrednjeslovenska,2019,Dec,26.0,,,
lj center,Osrednjeslovenska,2019,Dec,32.0,4.0,50.0,
lj gospodarsko,Osrednjeslovenska,2019,Dec,32.0,,,
maribor,Podravska,2019,Dec,27.0,,28.0,67.0
mb vrbanski,Podravska,2019,Dec,19.0,,35.0,45.0
medvode,Osrednjeslovenska,2019,Dec,9.0,,,
miklavz,Podravska,2019,Dec,32.0,,,
morsko,Goriška,2019,Dec,16.0,,,
ms cankarjeva,Pomurska,2019,Dec,35.0,,,
ms rakican,Pomurska,2019,Dec,28.0,,18.0,29.0
ng grcna,Goriška,2019,Dec,29.0,,,
nova gorica,Goriška,2019,Dec,25.0,,30.0,74.0
novo mesto,Jugovzhodna Slovenija,2019,Dec,30.0,,,
pesje,Posavska,2019,Dec,14.0,3.0,,
ptuj,Podravska,2019,Dec,26.0,,,
ruse,Podravska,2019,Dec,20.0,,,
skale,Savinjska,2019,Dec,13.0,3.0,7.0,9.0
sostanj,Savinjska,2019,Dec,17.0,2.0,10.0,16.0
sv. mohor,Savinjska,2019,Dec,,4.0,6.0,7.0
topolsica,Savinjska,2019,Dec,,2.0,,
trbovlje,Zasavska,2019,Dec,37.0,4.0,25.0,58.0
velenje,Savinjska,2019,Dec,18.0,3.0,,
veliki vrh,Savinjska,2019,Dec,,2.0,,
zagorje,Zasavska,2019,Dec,36.0,3.0,27.0,57.0
zavodnje,Savinjska,2019,Dec,,3.0,6.0,6.0
zerjav,Koroška,2019,Dec,26.0,,,
ce bolnica,Savinjska,2020,Jan,59.0,5.0,37.0,33.0
ce gaji,Savinjska,2020,Jan,45.0,9.0,22.0,69.0
ce mariborska,Savinjska,2020,Jan,66.0,,,
gorenje polje,Goriška,2020,Jan,29.0,,,
graska gora,Koroška,2020,Jan,,6.0,,
grosuplje,Osrednjeslovenska,2020,Jan,59.0,,,
hrastnik,Zasavska,2020,Jan,37.0,,,
iskrba,Jugovzhodna Slovenija,2020,Jan,9.0,0.2,3.0,
koper,Obalno-kraška,2020,Jan,33.0,,32.0,36.0
kranj,Gorenjska,2020,Jan,38.0,,,
lj bezigrad,Osrednjeslovenska,2020,Jan,53.0,5.0,42.0,112.0
lj biotehniska,Osrednjeslovenska,2020,Jan,45.0,,,
lj celovska,Osrednjeslovenska,2020,Jan,,,,
lj center,Osrednjeslovenska,2020,Jan,64.0,3.0,57.0,222.0
lj gospodarsko,Osrednjeslovenska,2020,Jan,56.0,,,
mb tezno,Podravska,2020,Jan,42.0,,45.0,103.0
mb titova,Podravska,2020,Jan,49.0,,34.0,90.0
mb vrbanski,Podravska,2020,Jan,35.0,,,108.0
medvode,Osrednjeslovenska,2020,Jan,26.0,,,
miklavz,Podravska,2020,Jan,54.0,,,
morsko,Goriška,2020,Jan,24.0,,,
ms cankarjeva,Pomurska,2020,Jan,53.0,,,
ms rakican,Pomurska,2020,Jan,45.0,,21.0,109.0
ng grcna,Goriška,2020,Jan,38.0,,40.0,66.0
ng vojkova,Goriška,2020,Jan,40.0,,,
novo mesto,Jugovzhodna Slovenija,2020,Jan,46.0,,,
pesje,Posavska,2020,Jan,19.0,2.0,,
ptuj,Podravska,2020,Jan,45.0,,,
ruse,Podravska,2020,Jan,41.0,,,
skale,Savinjska,2020,Jan,20.0,2.0,14.0,18.0
sostanj,Savinjska,2020,Jan,29.0,2.0,21.0,11.0
spuhlja,Podravska,2020,Jan,56.0,,,
sv. mohor,Savinjska,2020,Jan,,5.0,12.0,15.0
topolsica,Savinjska,2020,Jan,,3.0,,
trbovlje,Zasavska,2020,Jan,49.0,5.0,26.0,69.0
velenje,Savinjska,2020,Jan,31.0,3.0,,
veliki vrh,Savinjska,2020,Jan,,2.0,,
zagorje,Zasavska,2020,Jan,56.0,5.0,29.0,38.0
zavodnje,Savinjska,2020,Jan,,3.0,10.0,
zerjav,Koroška,2020,Jan,41.0,,,
ce bolnica,Savinjska,2020,Feb,24.0,3.0,28.0,23.0
ce gaji,Savinjska,2020,Feb,20.0,10.0,16.0,39.0
ce mariborska,Savinjska,2020,Feb,28.0,,,
gorenje polje,Goriška,2020,Feb,30.0,,,
graska gora,Koroška,2020,Feb,,4.0,,
grosuplje,Osrednjeslovenska,2020,Feb,31.0,,,
hrastnik,Zasavska,2020,Feb,19.0,,,
iskrba,Jugovzhodna Slovenija,2020,Feb,6.0,0.7,3.0,
koper,Obalno-kraška,2020,Feb,28.0,,25.0,20.0
kranj,Gorenjska,2020,Feb,21.0,,,
lj bezigrad,Osrednjeslovenska,2020,Feb,23.0,7.0,27.0,41.0
lj biotehniska,Osrednjeslovenska,2020,Feb,20.0,,,
lj celovska,Osrednjeslovenska,2020,Feb,26.0,,,
lj center,Osrednjeslovenska,2020,Feb,32.0,3.0,45.0,114.0
lj gospodarsko,Osrednjeslovenska,2020,Feb,,,,
mb tezno,Podravska,2020,Feb,21.0,,34.0,53.0
mb titova,Podravska,2020,Feb,21.0,,30.0,58.0
mb vrbanski,Podravska,2020,Feb,15.0,,,53.0
medvode,Osrednjeslovenska,2020,Feb,11.0,,,
miklavz,Podravska,2020,Feb,22.0,,,
morsko,Goriška,2020,Feb,26.0,,,
ms cankarjeva,Pomurska,2020,Feb,26.0,,,
ms rakican,Pomurska,2020,Feb,21.0,,16.0,65.0
ng grcna,Goriška,2020,Feb,34.0,,32.0,32.0
ng vojkova,Goriška,2020,Feb,38.0,,,
novo mesto,Jugovzhodna Slovenija,2020,Feb,20.0,,,
pesje,Posavska,2020,Feb,13.0,3.0,,
ptuj,Podravska,2020,Feb,18.0,,,
ruse,Podravska,2020,Feb,17.0,,,
skale,Savinjska,2020,Feb,12.0,2.0,8.0,10.0
sostanj,Savinjska,2020,Feb,17.0,3.0,14.0,6.0
spuhlja,Podravska,2020,Feb,25.0,,,
sv. mohor,Savinjska,2020,Feb,,5.0,4.0,6.0
topolsica,Savinjska,2020,Feb,,3.0,,
trbovlje,Zasavska,2020,Feb,24.0,4.0,19.0,37.0
velenje,Savinjska,2020,Feb,16.0,3.0,,
veliki vrh,Savinjska,2020,Feb,,1.0,,
zagorje,Zasavska,2020,Feb,25.0,3.0,22.0,28.0
zavodnje,Savinjska,2020,Feb,,2.0,6.0,
zerjav,Koroška,2020,Feb,23.0,,,
ce bolnica,Savinjska,2020,Mar,17.0,2.0,21.0,14.0
ce gaji,Savinjska,2020,Mar,26.0,13.0,10.0,28.0
ce mariborska,Savinjska,2020,Mar,24.0,,,
gorenje polje,Goriška,2020,Mar,23.0,,,
graska gora,Koroška,2020,Mar,,4.0,,
grosuplje,Osrednjeslovenska,2020,Mar,37.0,,,
hrastnik,Zasavska,2020,Mar,19.0,,,
iskrba,Jugovzhodna Slovenija,2020,Mar,8.0,0.8,3.0,
koper,Obalno-kraška,2020,Mar,17.0,,17.0,11.0
kranj,Gorenjska,2020,Mar,16.0,,,
lj bezigrad,Osrednjeslovenska,2020,Mar,18.0,4.0,15.0,20.0
lj biotehniska,Osrednjeslovenska,2020,Mar,16.0,,,
lj celovska,Osrednjeslovenska,2020,Mar,19.0,,,
lj center,Osrednjeslovenska,2020,Mar,35.0,4.0,31.0,62.0
lj gospodarsko,Osrednjeslovenska,2020,Mar,,,,
mb tezno,Podravska,2020,Mar,26.0,,23.0,31.0
mb titova,Podravska,2020,Mar,19.0,,23.0,36.0
mb vrbanski,Podravska,2020,Mar,14.0,,,31.0
medvode,Osrednjeslovenska,2020,Mar,4.0,,,
miklavz,Podravska,2020,Mar,29.0,,,
morsko,Goriška,2020,Mar,21.0,,,
ms cankarjeva,Pomurska,2020,Mar,21.0,,,
ms rakican,Pomurska,2020,Mar,18.0,,11.0,30.0
ng grcna,Goriška,2020,Mar,17.0,,18.0,22.0
ng vojkova,Goriška,2020,Mar,20.0,,,
novo mesto,Jugovzhodna Slovenija,2020,Mar,18.0,,,
pesje,Posavska,2020,Mar,22.0,3.0,,
ptuj,Podravska,2020,Mar,18.0,,,
ruse,Podravska,2020,Mar,21.0,,,
skale,Savinjska,2020,Mar,21.0,3.0,6.0,7.0
sostanj,Savinjska,2020,Mar,22.0,2.0,10.0,5.0
spuhlja,Podravska,2020,Mar,33.0,,,
sv. mohor,Savinjska,2020,Mar,,7.0,4.0,5.0
topolsica,Savinjska,2020,Mar,,3.0,,
trbovlje,Zasavska,2020,Mar,21.0,4.0,16.0,24.0
velenje,Savinjska,2020,Mar,14.0,3.0,,
veliki vrh,Savinjska,2020,Mar,,2.0,,
zagorje,Zasavska,2020,Mar,22.0,2.0,17.0,19.0
zavodnje,Savinjska,2020,Mar,,1.0,5.0,
zerjav,Koroška,2020,Mar,21.0,,,
ce bolnica,Savinjska,2020,Apr,21.0,2.0,18.0,14.0
ce gaji,Savinjska,2020,Apr,20.0,16.0,7.0,29.0
ce mariborska,Savinjska,2020,Apr,26.0,,,
gorenje polje,Goriška,2020,Apr,19.0,,,
graska gora,Koroška,2020,Apr,,3.0,,
grosuplje,Osrednjeslovenska,2020,Apr,27.0,,,
hrastnik,Zasavska,2020,Apr,20.0,,,
iskrba,Jugovzhodna Slovenija,2020,Apr,14.0,1.4,3.0,
koper,Obalno-kraška,2020,Apr,18.0,,11.0,10.0
kranj,Gorenjska,2020,Apr,18.0,,,
lj bezigrad,Osrednjeslovenska,2020,Apr,21.0,3.0,13.0,16.0
lj biotehniska,Osrednjeslovenska,2020,Apr,19.0,,,
lj celovska,Osrednjeslovenska,2020,Apr,22.0,,,
lj center,Osrednjeslovenska,2020,Apr,32.0,5.0,24.0,39.0
lj gospodarsko,Osrednjeslovenska,2020,Apr,,,,
mb tezno,Podravska,2020,Apr,21.0,,20.0,24.0
mb titova,Podravska,2020,Apr,21.0,,17.0,23.0
mb vrbanski,Podravska,2020,Apr,17.0,,,26.0
medvode,Osrednjeslovenska,2020,Apr,4.0,,,
miklavz,Podravska,2020,Apr,24.0,,,
morsko,Goriška,2020,Apr,17.0,,,
ms cankarjeva,Pomurska,2020,Apr,22.0,,,
ms rakican,Pomurska,2020,Apr,21.0,,11.0,16.0
ng grcna,Goriška,2020,Apr,18.0,,12.0,21.0
ng vojkova,Goriška,2020,Apr,21.0,,,
novo mesto,Jugovzhodna Slovenija,2020,Apr,20.0,,,
pesje,Posavska,2020,Apr,20.0,5.0,,
ptuj,Podravska,2020,Apr,20.0,,,
ruse,Podravska,2020,Apr,18.0,,,
skale,Savinjska,2020,Apr,18.0,2.0,5.0,6.0
sostanj,Savinjska,2020,Apr,21.0,3.0,9.0,5.0
spuhlja,Podravska,2020,Apr,25.0,,,
sv. mohor,Savinjska,2020,Apr,,7.0,4.0,5.0
topolsica,Savinjska,2020,Apr,,4.0,,
trbovlje,Zasavska,2020,Apr,23.0,4.0,15.0,16.0
velenje,Savinjska,2020,Apr,18.0,4.0,,
veliki vrh,Savinjska,2020,Apr,,1.0,,
zagorje,Zasavska,2020,Apr,23.0,3.0,13.0,13.0
zavodnje,Savinjska,2020,Apr,,1.0,5.0,
zerjav,Koroška,2020,Apr,25.0,,,
ce bolnica,Savinjska,2020,Maj,11.0,2.0,14.0,14.0
ce gaji,Savinjska,2020,Maj,13.0,14.0,8.0,20.0
ce mariborska,Savinjska,2020,Maj,15.0,,,
gorenje polje,Goriška,2020,Maj,10.0,,,
graska gora,Koroška,2020,Maj,,1.0,,
grosuplje,Osrednjeslovenska,2020,Maj,18.0,,,
hrastnik,Zasavska,2020,Maj,13.0,,,
iskrba,Jugovzhodna Slovenija,2020,Maj,9.0,1.0,2.0,
koper,Obalno-kraška,2020,Maj,13.0,,10.0,9.0
kranj,Gorenjska,2020,Maj,11.0,,,
lj bezigrad,Osrednjeslovenska,2020,Maj,13.0,2.0,12.0,15.0
lj biotehniska,Osrednjeslovenska,2020,Maj,11.0,,,
lj celovska,Osrednjeslovenska,2020,Maj,14.0,,,
lj center,Osrednjeslovenska,2020,Maj,20.0,7.0,24.0,41.0
lj gospodarsko,Osrednjeslovenska,2020,Maj,,,,
mb tezno,Podravska,2020,Maj,12.0,,14.0,16.0
mb titova,Podravska,2020,Maj,15.0,,20.0,32.0
mb vrbanski,Podravska,2020,Maj,10.0,,,19.0
medvode,Osrednjeslovenska,2020,Maj,4.0,,,
miklavz,Podravska,2020,Maj,12.0,,,
morsko,Goriška,2020,Maj,9.0,,,
ms cankarjeva,Pomurska,2020,Maj,12.0,,,
ms rakican,Pomurska,2020,Maj,11.0,,10.0,17.0
ng grcna,Goriška,2020,Maj,12.0,,11.0,15.0
ng vojkova,Goriška,2020,Maj,14.0,,,
novo mesto,Jugovzhodna Slovenija,2020,Maj,11.0,,,
pesje,Posavska,2020,Maj,12.0,1.0,,
ptuj,Podravska,2020,Maj,11.0,,,
ruse,Podravska,2020,Maj,12.0,,,
skale,Savinjska,2020,Maj,14.0,2.0,4.0,4.0
sostanj,Savinjska,2020,Maj,12.0,3.0,8.0,4.0
spuhlja,Podravska,2020,Maj,13.0,,,
sv. mohor,Savinjska,2020,Maj,,7.0,3.0,4.0
topolsica,Savinjska,2020,Maj,,1.0,,
trbovlje,Zasavska,2020,Maj,11.0,4.0,10.0,14.0
velenje,Savinjska,2020,Maj,10.0,3.0,,
veliki vrh,Savinjska,2020,Maj,,1.0,,
zagorje,Zasavska,2020,Maj,13.0,4.0,10.0,11.0
zavodnje,Savinjska,2020,Maj,,1.0,4.0,
zerjav,Koroška,2020,Maj,16.0,,,
ce bolnica,Savinjska,2020,Jun,10.0,3.0,13.0,13.0
ce gaji,Savinjska,2020,Jun,13.0,13.0,6.0,33.0
ce mariborska,Savinjska,2020,Jun,14.0,,,
gorenje polje,Goriška,2020,Jun,11.0,,,
graska gora,Koroška,2020,Jun,,1.0,,
grosuplje,Osrednjeslovenska,2020,Jun,23.0,,,
hrastnik,Zasavska,2020,Jun,12.0,,,
iskrba,Jugovzhodna Slovenija,2020,Jun,,,,
koper,Obalno-kraška,2020,Jun,11.0,,10.0,7.0
kranj,Gorenjska,2020,Jun,10.0,,,
lj bezigrad,Osrednjeslovenska,2020,Jun,12.0,2.0,12.0,13.0
lj biotehniska,Osrednjeslovenska,2020,Jun,10.0,,,
lj celovska,Osrednjeslovenska,2020,Jun,13.0,,19.0,33.0
lj center,Osrednjeslovenska,2020,Jun,18.0,7.0,28.0,48.0
lj gospodarsko,Osrednjeslovenska,2020,Jun,,,,
mb tezno,Podravska,2020,Jun,12.0,,13.0,18.0
mb titova,Podravska,2020,Jun,14.0,,21.0,37.0
mb vrbanski,Podravska,2020,Jun,11.0,,,18.0
medvode,Osrednjeslovenska,2020,Jun,12.0,,,
