Postaja,Regija,Datum,SO2,PM10,NO2
ravenska vas,Zasavska,2013-09-30,11.0,,
trbovlje,Zasavska,2013-09-30,3.0,20.0,10.0
zagorje,Zasavska,2013-09-30,3.0,17.0,21.0
zelena trava,Zasavska,2013-09-30,13.0,32.0,21.0
kranj,Gorenjska,2013-10-31,,22.0,
nova gorica,Goriška,2013-10-31,,23.0,21.0
iskrba,Jugovzhodna Slovenija,2013-10-31,,13.0,
novo mesto,Jugovzhodna Slovenija,2013-10-31,,23.0,
graska gora,Koroška,2013-10-31,2.0,,
zerjav,Koroška,2013-10-31,,19.0,
koper,Obalno-kraška,2013-10-31,,22.0,16.0
lj bezigrad,Osrednjeslovenska,2013-10-31,6.0,,25.0
lj biotehnicna fak.,Osrednjeslovenska,2013-10-31,,22.0,
lj center,Osrednjeslovenska,2013-10-31,1.0,40.0,41.0
ljubljana bezigrad,Osrednjeslovenska,2013-10-31,,20.0,
vnajnarje,Osrednjeslovenska,2013-10-31,2.0,30.0,8.0
maribor center,Podravska,2013-10-31,,28.0,34.0
mb vrbanski plato,Podravska,2013-10-31,,,11.0
vrbanski plato,Podravska,2013-10-31,,19.0,
ms rakican,Pomurska,2013-10-31,,25.0,8.0
pesje,Posavska,2013-10-31,4.0,22.0,
amp gaji,Savinjska,2013-10-31,4.0,28.0,13.0
celje,Savinjska,2013-10-31,2.0,24.0,27.0
skale,Savinjska,2013-10-31,6.0,20.0,10.0
sostanj,Savinjska,2013-10-31,5.0,11.0,
sv. mohor,Savinjska,2013-10-31,4.0,,6.0
topolsica,Savinjska,2013-10-31,2.0,,
velenje,Savinjska,2013-10-31,1.0,20.0,
veliki vrh,Savinjska,2013-10-31,3.0,,
zavodnje,Savinjska,2013-10-31,3.0,,8.0
dobovec,Zasavska,2013-10-31,9.0,12.0,26.0
hrastnik,Zasavska,2013-10-31,3.0,21.0,
kovk,Zasavska,2013-10-31,9.0,12.0,17.0
kum,Zasavska,2013-10-31,6.0,,
prapretno,Zasavska,2013-10-31,,20.0,
ravenska vas,Zasavska,2013-10-31,13.0,,
trbovlje,Zasavska,2013-10-31,6.0,25.0,18.0
zagorje,Zasavska,2013-10-31,6.0,24.0,23.0
zelena trava,Zasavska,2013-10-31,11.0,16.0,16.0
kranj,Gorenjska,2013-11-30,,22.0,
nova gorica,Goriška,2013-11-30,,18.0,25.0
iskrba,Jugovzhodna Slovenija,2013-11-30,,8.0,
novo mesto,Jugovzhodna Slovenija,2013-11-30,,25.0,
graska gora,Koroška,2013-11-30,4.0,,
zerjav,Koroška,2013-11-30,,21.0,
koper,Obalno-kraška,2013-11-30,,13.0,23.0
lj bezigrad,Osrednjeslovenska,2013-11-30,3.0,,29.0
lj biotehnicna fak.,Osrednjeslovenska,2013-11-30,,27.0,
lj center,Osrednjeslovenska,2013-11-30,2.0,34.0,35.0
ljubljana bezigrad,Osrednjeslovenska,2013-11-30,,22.0,
vnajnarje,Osrednjeslovenska,2013-11-30,1.0,28.0,9.0
maribor center,Podravska,2013-11-30,,24.0,29.0
mb vrbanski plato,Podravska,2013-11-30,,,18.0
vrbanski plato,Podravska,2013-11-30,,14.0,
ms rakican,Pomurska,2013-11-30,,29.0,12.0
pesje,Posavska,2013-11-30,4.0,17.0,
amp gaji,Savinjska,2013-11-30,5.0,26.0,14.0
celje,Savinjska,2013-11-30,4.0,27.0,30.0
skale,Savinjska,2013-11-30,5.0,14.0,8.0
sostanj,Savinjska,2013-11-30,2.0,11.0,
sv. mohor,Savinjska,2013-11-30,4.0,,8.0
topolsica,Savinjska,2013-11-30,1.0,,
velenje,Savinjska,2013-11-30,1.0,17.0,
veliki vrh,Savinjska,2013-11-30,6.0,,
zavodnje,Savinjska,2013-11-30,4.0,,9.0
dobovec,Zasavska,2013-11-30,7.0,6.0,35.0
hrastnik,Zasavska,2013-11-30,4.0,21.0,
kovk,Zasavska,2013-11-30,10.0,7.0,19.0
kum,Zasavska,2013-11-30,3.0,,
prapretno,Zasavska,2013-11-30,,18.0,
ravenska vas,Zasavska,2013-11-30,8.0,,
trbovlje,Zasavska,2013-11-30,4.0,30.0,20.0
zagorje,Zasavska,2013-11-30,6.0,27.0,26.0
zelena trava,Zasavska,2013-11-30,6.0,12.0,17.0
kranj,Gorenjska,2013-12-31,,45.0,
nova gorica,Goriška,2013-12-31,,40.0,40.0
iskrba,Jugovzhodna Slovenija,2013-12-31,,11.0,
novo mesto,Jugovzhodna Slovenija,2013-12-31,,51.0,
graska gora,Koroška,2013-12-31,6.0,,
zerjav,Koroška,2013-12-31,,39.0,
koper,Obalno-kraška,2013-12-31,,34.0,38.0
lj bezigrad,Osrednjeslovenska,2013-12-31,3.0,,48.0
lj biotehnicna fak.,Osrednjeslovenska,2013-12-31,,48.0,
lj center,Osrednjeslovenska,2013-12-31,2.0,65.0,48.0
ljubljana bezigrad,Osrednjeslovenska,2013-12-31,,48.0,
vnajnarje,Osrednjeslovenska,2013-12-31,4.0,28.0,16.0
maribor center,Podravska,2013-12-31,,40.0,40.0
mb vrbanski plato,Podravska,2013-12-31,,,28.0
vrbanski plato,Podravska,2013-12-31,,30.0,
ms rakican,Pomurska,2013-12-31,,44.0,21.0
pesje,Posavska,2013-12-31,5.0,26.0,
amp gaji,Savinjska,2013-12-31,,46.0,28.0
celje,Savinjska,2013-12-31,5.0,53.0,38.0
skale,Savinjska,2013-12-31,7.0,20.0,13.0
sostanj,Savinjska,2013-12-31,4.0,20.0,
sv. mohor,Savinjska,2013-12-31,4.0,,14.0
topolsica,Savinjska,2013-12-31,2.0,,
velenje,Savinjska,2013-12-31,2.0,28.0,
veliki vrh,Savinjska,2013-12-31,5.0,,
zavodnje,Savinjska,2013-12-31,4.0,,16.0
dobovec,Zasavska,2013-12-31,11.0,10.0,34.0
hrastnik,Zasavska,2013-12-31,5.0,39.0,
kovk,Zasavska,2013-12-31,8.0,15.0,31.0
kum,Zasavska,2013-12-31,3.0,,
prapretno,Zasavska,2013-12-31,,25.0,
ravenska vas,Zasavska,2013-12-31,10.0,,
trbovlje,Zasavska,2013-12-31,5.0,55.0,29.0
zagorje,Zasavska,2013-12-31,5.0,58.0,35.0
zelena trava,Zasavska,2013-12-31,8.0,21.0,22.0
kranj,Gorenjska,2014-01-31,,32.0,
nova gorica,Goriška,2014-01-31,,35.0,29.0
iskrba,Jugovzhodna Slovenija,2014-01-31,,12.0,
novo mesto,Jugovzhodna Slovenija,2014-01-31,,40.0,
graska gora,Koroška,2014-01-31,3.0,,
zerjav,Koroška,2014-01-31,,24.0,
koper,Obalno-kraška,2014-01-31,,31.0,26.0
lj bezigrad,Osrednjeslovenska,2014-01-31,,31.0,
lj biotehniska fakulteta,Osrednjeslovenska,2014-01-31,,27.0,
lj center,Osrednjeslovenska,2014-01-31,3.0,54.0,38.0
ljubljana bezigrad,Osrednjeslovenska,2014-01-31,4.0,,32.0
vnajnarje,Osrednjeslovenska,2014-01-31,9.0,27.0,11.0
maribor,Podravska,2014-01-31,,39.0,40.0
vrbanski plato,Podravska,2014-01-31,,29.0,24.0
ms rakican,Pomurska,2014-01-31,,39.0,
murska sobota-rakican,Pomurska,2014-01-31,,,18.0
pesje,Posavska,2014-01-31,5.0,27.0,
amp gaji,Savinjska,2014-01-31,6.0,36.0,26.0
celje,Savinjska,2014-01-31,8.0,44.0,32.0
skale,Savinjska,2014-01-31,3.0,22.0,13.0
sostanj,Savinjska,2014-01-31,5.0,17.0,
sv. mohor,Savinjska,2014-01-31,4.0,,12.0
topolsica,Savinjska,2014-01-31,6.0,,
velenje,Savinjska,2014-01-31,3.0,27.0,
veliki vrh,Savinjska,2014-01-31,7.0,,
zavodnje,Savinjska,2014-01-31,3.0,,14.0
dobovec,Zasavska,2014-01-31,8.0,7.0,34.0
hrastnik,Zasavska,2014-01-31,4.0,28.0,
kovk,Zasavska,2014-01-31,10.0,13.0,14.0
kum,Zasavska,2014-01-31,7.0,,
prapretno,Zasavska,2014-01-31,,22.0,
ravenska vas,Zasavska,2014-01-31,8.0,,
trbovlje,Zasavska,2014-01-31,6.0,35.0,20.0
zagorje,Zasavska,2014-01-31,6.0,39.0,28.0
zelena trava,Zasavska,2014-01-31,9.0,16.0,13.0
kranj,Gorenjska,2014-02-28,,30.0,
nova gorica,Goriška,2014-02-28,,22.0,29.0
iskrba,Jugovzhodna Slovenija,2014-02-28,,7.0,
novo mesto,Jugovzhodna Slovenija,2014-02-28,,35.0,
graska gora,Koroška,2014-02-28,5.0,,
zerjav,Koroška,2014-02-28,,23.0,
koper,Obalno-kraška,2014-02-28,,18.0,15.0
lj bezigrad,Osrednjeslovenska,2014-02-28,,30.0,
lj biotehniska fakulteta,Osrednjeslovenska,2014-02-28,,27.0,
lj center,Osrednjeslovenska,2014-02-28,1.0,51.0,48.0
ljubljana bezigrad,Osrednjeslovenska,2014-02-28,5.0,,40.0
vnajnarje,Osrednjeslovenska,2014-02-28,3.0,22.0,10.0
maribor,Podravska,2014-02-28,,29.0,36.0
vrbanski plato,Podravska,2014-02-28,,21.0,20.0
ms rakican,Pomurska,2014-02-28,,30.0,
murska sobota-rakican,Pomurska,2014-02-28,,,17.0
pesje,Posavska,2014-02-28,5.0,22.0,
amp gaji,Savinjska,2014-02-28,6.0,45.0,30.0
celje,Savinjska,2014-02-28,4.0,38.0,35.0
skale,Savinjska,2014-02-28,5.0,19.0,11.0
sostanj,Savinjska,2014-02-28,3.0,13.0,
sv. mohor,Savinjska,2014-02-28,5.0,,9.0
topolsica,Savinjska,2014-02-28,0.0,,
velenje,Savinjska,2014-02-28,1.0,25.0,
veliki vrh,Savinjska,2014-02-28,5.0,,
zavodnje,Savinjska,2014-02-28,2.0,,5.0
dobovec,Zasavska,2014-02-28,3.0,8.0,25.0
hrastnik,Zasavska,2014-02-28,6.0,28.0,
kovk,Zasavska,2014-02-28,11.0,12.0,10.0
kum,Zasavska,2014-02-28,3.0,,
prapretno,Zasavska,2014-02-28,,20.0,
ravenska vas,Zasavska,2014-02-28,7.0,,
trbovlje,Zasavska,2014-02-28,5.0,32.0,22.0
zagorje,Zasavska,2014-02-28,5.0,36.0,30.0
zelena trava,Zasavska,2014-02-28,9.0,16.0,13.0
kranj,Gorenjska,2014-03-31,,32.0,
nova gorica,Goriška,2014-03-31,,31.0,26.0
iskrba,Jugovzhodna Slovenija,2014-03-31,,17.0,
novo mesto,Jugovzhodna Slovenija,2014-03-31,,34.0,
graska gora,Koroška,2014-03-31,3.0,,
zerjav,Koroška,2014-03-31,,25.0,
koper,Obalno-kraška,2014-03-31,,28.0,19.0
lj bezigrad,Osrednjeslovenska,2014-03-31,,35.0,
lj biotehniska fakulteta,Osrednjeslovenska,2014-03-31,,34.0,
lj center,Osrednjeslovenska,2014-03-31,2.0,51.0,47.0
ljubljana bezigrad,Osrednjeslovenska,2014-03-31,3.0,,37.0
vnajnarje,Osrednjeslovenska,2014-03-31,6.0,28.0,9.0
maribor,Podravska,2014-03-31,,32.0,31.0
vrbanski plato,Podravska,2014-03-31,,24.0,13.0
ms rakican,Pomurska,2014-03-31,,32.0,
murska sobota-rakican,Pomurska,2014-03-31,,,14.0
pesje,Posavska,2014-03-31,6.0,31.0,
amp gaji,Savinjska,2014-03-31,6.0,43.0,29.0
celje,Savinjska,2014-03-31,4.0,41.0,37.0
skale,Savinjska,2014-03-31,5.0,23.0,7.0
sostanj,Savinjska,2014-03-31,8.0,17.0,
sv. mohor,Savinjska,2014-03-31,5.0,,9.0
topolsica,Savinjska,2014-03-31,3.0,,
velenje,Savinjska,2014-03-31,2.0,32.0,
veliki vrh,Savinjska,2014-03-31,6.0,,
zavodnje,Savinjska,2014-03-31,5.0,,9.0
dobovec,Zasavska,2014-03-31,3.0,18.0,19.0
hrastnik,Zasavska,2014-03-31,4.0,32.0,
kovk,Zasavska,2014-03-31,6.0,21.0,9.0
kum,Zasavska,2014-03-31,3.0,,
prapretno,Zasavska,2014-03-31,,28.0,
ravenska vas,Zasavska,2014-03-31,6.0,,
trbovlje,Zasavska,2014-03-31,3.0,42.0,21.0
zagorje,Zasavska,2014-03-31,8.0,42.0,29.0
zelena trava,Zasavska,2014-03-31,2.0,23.0,12.0
kranj,Gorenjska,2014-04-30,,17.0,
nova gorica,Goriška,2014-04-30,,19.0,23.0
iskrba,Jugovzhodna Slovenija,2014-04-30,,12.0,
novo mesto,Jugovzhodna Slovenija,2014-04-30,,20.0,
graska gora,Koroška,2014-04-30,2.0,,
zerjav,Koroška,2014-04-30,,20.0,
koper,Obalno-kraška,2014-04-30,,19.0,18.0
lj bezigrad,Osrednjeslovenska,2014-04-30,,19.0,
lj biotehniska fakulteta,Osrednjeslovenska,2014-04-30,,20.0,
lj center,Osrednjeslovenska,2014-04-30,3.0,34.0,40.0
ljubljana bezigrad,Osrednjeslovenska,2014-04-30,2.0,,27.0
vnajnarje,Osrednjeslovenska,2014-04-30,7.0,21.0,7.0
maribor,Podravska,2014-04-30,,25.0,27.0
vrbanski plato,Podravska,2014-04-30,,17.0,10.0
ms rakican,Pomurska,2014-04-30,,21.0,
murska sobota-rakican,Pomurska,2014-04-30,,,11.0
pesje,Posavska,2014-04-30,5.0,22.0,
amp gaji,Savinjska,2014-04-30,6.0,25.0,21.0
celje,Savinjska,2014-04-30,2.0,24.0,26.0
skale,Savinjska,2014-04-30,7.0,18.0,5.0
sostanj,Savinjska,2014-04-30,5.0,10.0,
sv. mohor,Savinjska,2014-04-30,6.0,,5.0
topolsica,Savinjska,2014-04-30,3.0,,
velenje,Savinjska,2014-04-30,5.0,19.0,
veliki vrh,Savinjska,2014-04-30,5.0,,
zavodnje,Savinjska,2014-04-30,2.0,,5.0
dobovec,Zasavska,2014-04-30,7.0,14.0,22.0
hrastnik,Zasavska,2014-04-30,3.0,19.0,
kovk,Zasavska,2014-04-30,5.0,14.0,6.0
kum,Zasavska,2014-04-30,4.0,,
prapretno,Zasavska,2014-04-30,,21.0,
ravenska vas,Zasavska,2014-04-30,10.0,,
trbovlje,Zasavska,2014-04-30,3.0,29.0,17.0
zagorje,Zasavska,2014-04-30,5.0,25.0,21.0
zelena trava,Zasavska,2014-04-30,1.0,15.0,9.0
kranj,Gorenjska,2014-05-31,,13.0,
nova gorica,Goriška,2014-05-31,,14.0,17.0
iskrba,Jugovzhodna Slovenija,2014-05-31,,10.0,
novo mesto,Jugovzhodna Slovenija,2014-05-31,,12.0,
graska gora,Koroška,2014-05-31,3.0,,
zerjav,Koroška,2014-05-31,,16.0,
koper,Obalno-kraška,2014-05-31,,13.0,14.0
lj bezigrad,Osrednjeslovenska,2014-05-31,,14.0,
lj biotehniska fakulteta,Osrednjeslovenska,2014-05-31,,16.0,
lj center,Osrednjeslovenska,2014-05-31,4.0,26.0,34.0
ljubljana bezigrad,Osrednjeslovenska,2014-05-31,3.0,,16.0
vnajnarje,Osrednjeslovenska,2014-05-31,7.0,17.0,5.0
maribor,Podravska,2014-05-31,,21.0,28.0
vrbanski plato,Podravska,2014-05-31,,13.0,8.0
ms rakican,Pomurska,2014-05-31,,14.0,
murska sobota-rakican,Pomurska,2014-05-31,,,8.0
pesje,Posavska,2014-05-31,4.0,16.0,
amp gaji,Savinjska,2014-05-31,6.0,18.0,17.0
celje,Savinjska,2014-05-31,2.0,17.0,22.0
skale,Savinjska,2014-05-31,8.0,14.0,5.0
sostanj,Savinjska,2014-05-31,3.0,7.0,
sv. mohor,Savinjska,2014-05-31,4.0,,4.0
topolsica,Savinjska,2014-05-31,1.0,,
velenje,Savinjska,2014-05-31,1.0,13.0,
veliki vrh,Savinjska,2014-05-31,4.0,,
zavodnje,Savinjska,2014-05-31,2.0,,4.0
dobovec,Zasavska,2014-05-31,6.0,9.0,13.0
hrastnik,Zasavska,2014-05-31,4.0,13.0,
kovk,Zasavska,2014-05-31,8.0,8.0,5.0
kum,Zasavska,2014-05-31,3.0,,
prapretno,Zasavska,2014-05-31,,16.0,
ravenska vas,Zasavska,2014-05-31,3.0,,
trbovlje,Zasavska,2014-05-31,3.0,18.0,12.0
zagorje,Zasavska,2014-05-31,4.0,18.0,13.0
zelena trava,Zasavska,2014-05-31,3.0,10.0,7.0
kranj,Gorenjska,2014-06-30,,13.0,
nova gorica,Goriška,2014-06-30,,15.0,15.0
iskrba,Jugovzhodna Slovenija,2014-06-30,,11.0,
novo mesto,Jugovzhodna Slovenija,2014-06-30,,13.0,
graska gora,Koroška,2014-06-30,4.0,,
zerjav,Koroška,2014-06-30,,17.0,
koper,Obalno-kraška,2014-06-30,,16.0,14.0
lj bezigrad,Osrednjeslovenska,2014-06-30,,14.0,
lj biotehniska fakulteta,Osrednjeslovenska,2014-06-30,,18.0,
lj center,Osrednjeslovenska,2014-06-30,1.0,28.0,35.0
ljubljana bezigrad,Osrednjeslovenska,2014-06-30,4.0,,18.0
vnajnarje,Osrednjeslovenska,2014-06-30,6.0,18.0,6.0
maribor,Podravska,2014-06-30,,19.0,30.0
vrbanski plato,Podravska,2014-06-30,,14.0,7.0
ms rakican,Pomurska,2014-06-30,,17.0,
murska sobota-rakican,Pomurska,2014-06-30,,,8.0
pesje,Posavska,2014-06-30,4.0,21.0,
amp gaji,Savinjska,2014-06-30,6.0,21.0,17.0
celje,Savinjska,2014-06-30,2.0,18.0,24.0
skale,Savinjska,2014-06-30,7.0,15.0,5.0
sostanj,Savinjska,2014-06-30,2.0,10.0,
sv. mohor,Savinjska,2014-06-30,5.0,,6.0
topolsica,Savinjska,2014-06-30,4.0,,
velenje,Savinjska,2014-06-30,2.0,15.0,
veliki vrh,Savinjska,2014-06-30,2.0,,
zavodnje,Savinjska,2014-06-30,3.0,,5.0
dobovec,Zasavska,2014-06-30,9.0,11.0,11.0
hrastnik,Zasavska,2014-06-30,3.0,15.0,
kovk,Zasavska,2014-06-30,7.0,12.0,5.0
kum,Zasavska,2014-06-30,2.0,,
prapretno,Zasavska,2014-06-30,,18.0,
ravenska vas,Zasavska,2014-06-30,4.0,,
trbovlje,Zasavska,2014-06-30,3.0,19.0,14.0
zagorje,Zasavska,2014-06-30,4.0,18.0,12.0
zelena trava,Zasavska,2014-06-30,3.0,13.0,10.0
kranj,Gorenjska,2014-07-31,,12.0,
nova gorica,Goriška,2014-07-31,,12.0,16.0
iskrba,Jugovzhodna Slovenija,2014-07-31,,11.0,
novo mesto,Jugovzhodna Slovenija,2014-07-31,,14.0,
graska gora,Koroška,2014-07-31,1.0,,
zerjav,Koroška,2014-07-31,,16.0,
koper,Obalno-kraška,2014-07-31,,14.0,14.0
lj bezigrad,Osrednjeslovenska,2014-07-31,,14.0,
lj biotehniska fakulteta,Osrednjeslovenska,2014-07-31,,16.0,
lj center,Osrednjeslovenska,2014-07-31,1.0,30.0,33.0
ljubljana bezigrad,Osrednjeslovenska,2014-07-31,2.0,,19.0
vnajnarje,Osrednjeslovenska,2014-07-31,6.0,18.0,7.0
maribor,Podravska,2014-07-31,,18.0,23.0
vrbanski plato,Podravska,2014-07-31,,15.0,7.0
ms rakican,Pomurska,2014-07-31,,15.0,
murska sobota-rakican,Pomurska,2014-07-31,,,7.0
pesje,Posavska,2014-07-31,3.0,20.0,
amp gaji,Savinjska,2014-07-31,5.0,20.0,14.0
celje,Savinjska,2014-07-31,1.0,15.0,22.0
skale,Savinjska,2014-07-31,5.0,13.0,3.0
sostanj,Savinjska,2014-07-31,4.0,10.0,
sv. mohor,Savinjska,2014-07-31,4.0,,6.0
topolsica,Savinjska,2014-07-31,4.0,,
velenje,Savinjska,2014-07-31,2.0,13.0,
veliki vrh,Savinjska,2014-07-31,5.0,,
zavodnje,Savinjska,2014-07-31,2.0,,5.0
dobovec,Zasavska,2014-07-31,9.0,9.0,10.0
hrastnik,Zasavska,2014-07-31,3.0,14.0,
kovk,Zasavska,2014-07-31,8.0,10.0,9.0
kum,Zasavska,2014-07-31,5.0,,
prapretno,Zasavska,2014-07-31,,17.0,
ravenska vas,Zasavska,2014-07-31,9.0,,
trbovlje,Zasavska,2014-07-31,3.0,15.0,14.0
zagorje,Zasavska,2014-07-31,4.0,17.0,15.0
zelena trava,Zasavska,2014-07-31,2.0,12.0,15.0
kranj,Gorenjska,2014-08-31,,11.0,
nova gorica,Goriška,2014-08-31,,12.0,15.0
iskrba,Jugovzhodna Slovenija,2014-08-31,,10.0,
novo mesto,Jugovzhodna Slovenija,2014-08-31,,12.0,
graska gora,Koroška,2014-08-31,1.0,,
zerjav,Koroška,2014-08-31,,15.0,
koper,Obalno-kraška,2014-08-31,,12.0,11.0
lj bezigrad,Osrednjeslovenska,2014-08-31,,12.0,
lj biotehniska fakulteta,Osrednjeslovenska,2014-08-31,,13.0,
lj center,Osrednjeslovenska,2014-08-31,1.0,27.0,34.0
ljubljana bezigrad,Osrednjeslovenska,2014-08-31,3.0,,16.0
vnajnarje,Osrednjeslovenska,2014-08-31,4.0,15.0,4.0
maribor,Podravska,2014-08-31,,16.0,23.0
vrbanski plato,Podravska,2014-08-31,,12.0,7.0
ms rakican,Pomurska,2014-08-31,,12.0,
murska sobota-rakican,Pomurska,2014-08-31,,,6.0
pesje,Posavska,2014-08-31,5.0,19.0,
amp gaji,Savinjska,2014-08-31,3.0,19.0,15.0
celje,Savinjska,2014-08-31,1.0,14.0,21.0
skale,Savinjska,2014-08-31,9.0,12.0,5.0
sostanj,Savinjska,2014-08-31,3.0,10.0,
sv. mohor,Savinjska,2014-08-31,4.0,,5.0
topolsica,Savinjska,2014-08-31,2.0,,
velenje,Savinjska,2014-08-31,3.0,12.0,
veliki vrh,Savinjska,2014-08-31,3.0,,
zavodnje,Savinjska,2014-08-31,6.0,,6.0
dobovec,Zasavska,2014-08-31,8.0,7.0,6.0
hrastnik,Zasavska,2014-08-31,2.0,12.0,
kovk,Zasavska,2014-08-31,2.0,10.0,5.0
kum,Zasavska,2014-08-31,2.0,,
prapretno,Zasavska,2014-08-31,,14.0,
ravenska vas,Zasavska,2014-08-31,9.0,,
trbovlje,Zasavska,2014-08-31,3.0,13.0,11.0
zagorje,Zasavska,2014-08-31,5.0,16.0,12.0
zelena trava,Zasavska,2014-08-31,3.0,11.0,9.0
kranj,Gorenjska,2014-09-30,,18.0,
nova gorica,Goriška,2014-09-30,,16.0,16.0
iskrba,Jugovzhodna Slovenija,2014-09-30,,13.0,
novo mesto,Jugovzhodna Slovenija,2014-09-30,,15.0,
graska gora,Koroška,2014-09-30,2.0,,
zerjav,Koroška,2014-09-30,,19.0,
koper,Obalno-kraška,2014-09-30,,16.0,16.0
lj bezigrad,Osrednjeslovenska,2014-09-30,,16.0,
lj biotehniska fakulteta,Osrednjeslovenska,2014-09-30,,18.0,
lj center,Osrednjeslovenska,2014-09-30,3.0,31.0,40.0
ljubljana bezigrad,Osrednjeslovenska,2014-09-30,3.0,,24.0
vnajnarje,Osrednjeslovenska,2014-09-30,6.0,18.0,5.0
maribor,Podravska,2014-09-30,,21.0,25.0
vrbanski plato,Podravska,2014-09-30,,14.0,8.0
ms rakican,Pomurska,2014-09-30,,17.0,
murska sobota-rakican,Pomurska,2014-09-30,,,10.0
pesje,Posavska,2014-09-30,5.0,20.0,
amp gaji,Savinjska,2014-09-30,3.0,20.0,20.0
celje,Savinjska,2014-09-30,4.0,17.0,25.0
skale,Savinjska,2014-09-30,8.0,14.0,4.0
sostanj,Savinjska,2014-09-30,3.0,12.0,
sv. mohor,Savinjska,2014-09-30,5.0,,6.0
topolsica,Savinjska,2014-09-30,0.0,,
velenje,Savinjska,2014-09-30,4.0,14.0,
veliki vrh,Savinjska,2014-09-30,5.0,,
zavodnje,Savinjska,2014-09-30,4.0,,5.0
dobovec,Zasavska,2014-09-30,6.0,10.0,4.0
hrastnik,Zasavska,2014-09-30,3.0,15.0,
kovk,Zasavska,2014-09-30,6.0,11.0,6.0
kum,Zasavska,2014-09-30,2.0,,
prapretno,Zasavska,2014-09-30,,17.0,
ravenska vas,Zasavska,2014-09-30,7.0,,
trbovlje,Zasavska,2014-09-30,3.0,16.0,14.0
zagorje,Zasavska,2014-09-30,7.0,20.0,16.0
zelena trava,Zasavska,2014-09-30,6.0,11.0,11.0
kranj,Gorenjska,2014-10-31,,23.0,
nova gorica,Goriška,2014-10-31,,22.0,16.0
iskrba,Jugovzhodna Slovenija,2014-10-31,,13.0,
novo mesto,Jugovzhodna Slovenija,2014-10-31,,24.0,
graska gora,Koroška,2014-10-31,2.0,,
zerjav,Koroška,2014-10-31,,21.0,
koper,Obalno-kraška,2014-10-31,,17.0,13.0
lj bezigrad,Osrednjeslovenska,2014-10-31,,27.0,
lj biotehniska fakulteta,Osrednjeslovenska,2014-10-31,,23.0,
lj center,Osrednjeslovenska,2014-10-31,3.0,37.0,42.0
ljubljana bezigrad,Osrednjeslovenska,2014-10-31,4.0,,29.0
vnajnarje,Osrednjeslovenska,2014-10-31,5.0,14.0,5.0
maribor,Podravska,2014-10-31,,31.0,32.0
vrbanski plato,Podravska,2014-10-31,,20.0,12.0
ms rakican,Pomurska,2014-10-31,,29.0,
murska sobota-rakican,Pomurska,2014-10-31,,,15.0
pesje,Posavska,2014-10-31,5.0,29.0,
amp gaji,Savinjska,2014-10-31,4.0,30.0,23.0
celje,Savinjska,2014-10-31,6.0,28.0,28.0
skale,Savinjska,2014-10-31,10.0,18.0,9.0
sostanj,Savinjska,2014-10-31,8.0,16.0,
sv. mohor,Savinjska,2014-10-31,4.0,,6.0
topolsica,Savinjska,2014-10-31,5.0,,
velenje,Savinjska,2014-10-31,4.0,21.0,
veliki vrh,Savinjska,2014-10-31,2.0,,
zavodnje,Savinjska,2014-10-31,4.0,,8.0
dobovec,Zasavska,2014-10-31,7.0,12.0,4.0
hrastnik,Zasavska,2014-10-31,3.0,22.0,
kovk,Zasavska,2014-10-31,5.0,14.0,7.0
kum,Zasavska,2014-10-31,4.0,,
prapretno,Zasavska,2014-10-31,,21.0,
ravenska vas,Zasavska,2014-10-31,7.0,,
trbovlje,Zasavska,2014-10-31,3.0,27.0,18.0
zagorje,Zasavska,2014-10-31,5.0,28.0,19.0
zelena trava,Zasavska,2014-10-31,2.0,17.0,15.0
kranj,Gorenjska,2014-11-30,,30.0,
nova gorica,Goriška,2014-11-30,,23.0,15.0
iskrba,Jugovzhodna Slovenija,2014-11-30,,13.0,
novo mesto,Jugovzhodna Slovenija,2014-11-30,,32.0,
graska gora,Koroška,2014-11-30,3.0,,
zerjav,Koroška,2014-11-30,,22.0,
koper,Obalno-kraška,2014-11-30,,22.0,19.0
lj bezigrad,Osrednjeslovenska,2014-11-30,,28.0,
lj biotehniska fakulteta,Osrednjeslovenska,2014-11-30,,28.0,
lj center,Osrednjeslovenska,2014-11-30,3.0,44.0,40.0
ljubljana bezigrad,Osrednjeslovenska,2014-11-30,4.0,,27.0
vnajnarje,Osrednjeslovenska,2014-11-30,4.0,14.0,8.0
maribor,Podravska,2014-11-30,,37.0,32.0
vrbanski plato,Podravska,2014-11-30,,26.0,19.0
ms rakican,Pomurska,2014-11-30,,38.0,
murska sobota-rakican,Pomurska,2014-11-30,,,12.0
pesje,Posavska,2014-11-30,6.0,28.0,
amp gaji,Savinjska,2014-11-30,6.0,37.0,24.0
celje,Savinjska,2014-11-30,3.0,39.0,32.0
skale,Savinjska,2014-11-30,5.0,19.0,10.0
sostanj,Savinjska,2014-11-30,7.0,18.0,
sv. mohor,Savinjska,2014-11-30,5.0,,10.0
topolsica,Savinjska,2014-11-30,1.0,,
velenje,Savinjska,2014-11-30,3.0,25.0,
veliki vrh,Savinjska,2014-11-30,3.0,,
zavodnje,Savinjska,2014-11-30,4.0,,8.0
dobovec,Zasavska,2014-11-30,6.0,11.0,5.0
hrastnik,Zasavska,2014-11-30,4.0,29.0,
kovk,Zasavska,2014-11-30,7.0,13.0,10.0
kum,Zasavska,2014-11-30,6.0,,
